0 0.00000000000000088817841970012523233890533447265625
1 0.00000000000004440892098500626161694526672363281250
2 0.00000000000108801856413265340961515903472900390625
3 0.00000000001740829702612245455384254455566406250000
4 0.00000000020454749005693884100764989852905273437500
5 0.00000000188183690852383733727037906646728515625000
6 0.00000001411377681392878002952784299850463867187500
7 0.00000008871516854469518875703215599060058593750000
8 0.00000047684403092773663956904783844947814941406250
9 0.00000222527214432943807483869687324773423142687534
10 0.00000912361579175069437042111530900001525878906250
11 0.00003317678469727525225607678294181823730468750000
12 0.00010782455026614458338477670062971469633339438587
13 0.00031517945462411489643272943794727325439453125000
14 0.00083297427293516090613528790598252271593082696199
15 0.00199913825504438591451616957783699035644531250000
16 0.00437311493290959418800412095151841640472412109375
17 0.00874622986581918664128476592622973839752376079559
18 0.01603475475400184535601511015556752681732177734375
19 0.02700590274358205533644650131464004516601562500000
20 0.04185914925255218577149207703769207000732421875000
21 0.05979878464650312253070296719670295715332031250000
22 0.07882567067039047969956300221383571624755859375000
23 0.09596168603351883097385410792412585578858852386475
24 0.10795689678770868658030934739144868217408657073975
25 0.11227517265921704847642104141414165496826171875000
26 0.10795689678770868658030934739144868217408657073975
27 0.09596168603351883097385410792412585578858852386475
28 0.07882567067039047969956300221383571624755859375000
29 0.05979878464650312253070296719670295715332031250000
30 0.04185914925255218577149207703769207000732421875000
31 0.02700590274358205533644650131464004516601562500000
32 0.01603475475400184535601511015556752681732177734375
33 0.00874622986581918664128476592622973839752376079559
34 0.00437311493290959418800412095151841640472412109375
35 0.00199913825504438591451616957783699035644531250000
36 0.00083297427293516090613528790598252271593082696199
37 0.00031517945462411489643272943794727325439453125000
38 0.00010782455026614458338477670062971469633339438587
39 0.00003317678469727525225607678294181823730468750000
40 0.00000912361579175069437042111530900001525878906250
41 0.00000222527214432943807483869687324773423142687534
42 0.00000047684403092773663956904783844947814941406250
43 0.00000008871516854469518875703215599060058593750000
44 0.00000001411377681392878002952784299850463867187500
45 0.00000000188183690852383733727037906646728515625000
46 0.00000000020454749005693884100764989852905273437500
47 0.00000000001740829702612245455384254455566406250000
48 0.00000000000108801856413265340961515903472900390625
49 0.00000000000004440892098500626161694526672363281250
